Nationality,Gender,customer_age,years_in_operation,has_insurance,active_loan_holder,has_internet_banking,has_debit_card,credit_card_ownership,compliance_income_tax,current_problem_cash_flow,liquidity_constraint,uses_informal_lender,uses_friends_family_savings,funding_access_barrier,mobile_wallet_access,extends_customer_credit,inventory_shrinkage_risk,financial_tracking,log_gross_income,log_operating_expense,log_business_sales,profit_margin,revenue_efficiency,financial_stress_score,formality_score,digital_access_score,insurance_gap,extends_credit,survey_coverage,cluster
Uganda,Male,54.0,24.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,Yes,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,Yes,Yes - always,5.968707559985366,7.783640596221253,8.45126704130007,-1.814933036235887,0.6315245917720191,5.0,1.6666666666666665,1,1,1,0.5,Established_Veterans
Kenya,Male,48.0,19.0,No,Used to have but don't have now,Never had,Never had,Have now,No,No,Yes,Used to have but don't have now,Have now,No,Never had,Yes - sometimes,No,No,12.206077645517674,11.775297421715827,10.596659732783579,0.4307802238018468,1.0525511592800538,2.0,0.0,0,0,1,1.0,Established_Veterans
Ghana,Female,48.0,5.0,No,Never had,Never had,Never had,Never had,Yes,No,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,Yes - always,8.77971129020447,10.12667110305036,10.714439990727769,-1.3469598128458902,0.7494776785876064,2.0,1.0,1,0,1,1.0,Large_Informal
Uganda,Male,73.0,16.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,No,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,No,No,5.484796933490655,7.601402334583733,8.517393171418904,-2.1166054010930786,0.5762919356911418,2.5,0.0,1,0,0,0.5,Established_Veterans
Uganda,Female,29.0,0.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,Don't know,Yes,No,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,No,No,3.9318256327243257,7.0909098220799835,8.006700845440367,-3.159084189355658,0.4365444906183165,2.5,0.0,1,0,0,0.5,High_Risk_Informal
DRC,Not Surveyed,48.0,18.0,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Have now,Not Surveyed,No,Yes,Not Surveyed,Used to have but don't have now,Never had,Yes,Have now,Not Surveyed,Yes,Not Surveyed,4.584967478670572,4.584967478670572,5.707110264748875,0.0,0.683598047100578,2.5,1.6666666666666665,1,1,0,0.7,Established_Veterans
Ghana,Male,42.0,3.0,No,Never had,Never had,Never had,Never had,Yes,No,Yes,Never had,Never had,Yes,Have now,No,Not Surveyed,Yes - always,9.433563920090563,9.036106025364846,9.575052927597383,0.3974578947257168,0.8920583173132012,2.0,1.0,1,0,0,1.0,Large_Informal
DRC,Not Surveyed,63.0,15.0,Not Surveyed,Used to have but don't have now,Never had,Never had,Not Surveyed,Don't know,Yes,Not Surveyed,Never had,Used to have but don't have now,No,Have now,Not Surveyed,Yes,Not Surveyed,7.313886831633462,6.68586094706836,7.741099090035366,0.6280258845651021,0.8367239355484609,1.25,0.0,1,1,0,0.7,Established_Veterans
Ghana,Male,39.0,7.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Have now,Yes,Never had,Yes - sometimes,Not Surveyed,Yes - sometimes,7.313886831633462,7.601402334583733,8.294299608857235,-0.2875155029502716,0.7869217842583329,3.0,0.0,0,0,1,1.0,Large_Informal
Uganda,Female,25.0,2.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Don't know,Don't know,Yes,No,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,No,No,3.9318256327243257,5.707110264748875,6.398594934535208,-1.7752846320245497,0.5314286925442189,2.5,0.0,1,0,0,0.5,High_Risk_Informal
Uganda,Female,39.0,5.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,No,5.017279836814924,6.398594934535208,7.783640596221253,-1.3813150977202833,0.5712073236436122,5.0,0.0,1,0,1,0.5,High_Risk_Informal
Ghana,Female,37.0,1.0,No,Used to have but don't have now,Never had,Never had,Never had,Yes,Yes,Yes,Never had,Never had,Yes,Have now,No,Not Surveyed,Yes - always,7.313886831633462,10.596659732783579,11.002116507732017,-3.2827729011501168,0.6093830889678251,3.0,1.0,1,0,0,1.0,Large_Informal
Uganda,Female,31.0,18.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,No,3.044522437723423,7.0909098220799835,8.006700845440367,-4.04638738435656,0.3380285955944356,5.0,0.0,1,0,1,0.5,High_Risk_Informal
Kenya,Male,35.0,5.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Never had,Yes - sometimes,No,No,13.017005083966255,12.206077645517674,13.017005083966255,0.8109274384485818,0.9286580839480555,1.0,0.0,0,0,1,1.0,Large_Informal
Ghana,Male,24.0,0.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,Not Surveyed,No,7.244941546337007,7.0909098220799835,7.262628600974241,0.15403172425702305,0.8768325306891755,3.0,0.0,0,0,1,1.0,Large_Informal
DRC,Not Surveyed,60.0,8.0,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Never had,Not Surveyed,No,Yes,Not Surveyed,Used to have but don't have now,Used to have but don't have now,No,Have now,Not Surveyed,Yes,Not Surveyed,6.55250788703459,4.61512051684126,6.398594934535208,1.9373873701933304,0.8856421989597988,1.25,0.0,1,1,0,0.7,Established_Veterans
Kenya,Male,32.0,10.0,No,Never had,Never had,Never had,Never had,No,Yes,No,Never had,Have now,Yes,Never had,Yes - sometimes,Yes,No,11.695255355062795,14.403297778421795,14.180154365996387,-2.708042423359,0.770430594649302,3.0,0.0,0,1,1,1.0,Large_Informal
Kenya,Female,31.0,1.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Never had,Yes - sometimes,Yes,No,13.45883704259595,15.424948670398354,16.077273760604726,-1.9661116278024036,0.7881139127513382,1.0,0.0,0,1,1,1.0,Large_Informal
Kenya,Female,34.0,3.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Have now,No,Never had,No,No,Yes - always,12.611541086966115,13.304686600863562,15.096444681204078,-0.6931455138974467,0.7834985511858215,3.0,0.0,0,0,0,1.0,Large_Informal
Ghana,Female,65.0,10.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Never had,Yes,Never had,No,Not Surveyed,Yes - sometimes,6.2166061010848646,5.707110264748875,6.90875477931522,0.5094958363359892,0.7860410740441657,3.0,0.0,0,0,0,1.0,Established_Veterans
Kenya,Female,35.0,1.0,No,Never had,Never had,Never had,Never had,Yes,No,No,Never had,Never had,Yes,Never had,Yes - sometimes,No,No,11.918397239722838,9.433563920090563,14.403297778421795,2.4848333196322745,0.7737562054029176,1.0,1.0,0,0,1,1.0,Large_Informal
Ghana,Female,59.0,10.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Never had,Yes,Never had,No,Not Surveyed,No,6.2166061010848646,6.68586094706836,7.0909098220799835,-0.4692548459834951,0.7683445048565282,3.0,0.0,0,0,0,1.0,Established_Veterans
Uganda,Female,24.0,20.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Don't know,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,No,No,6.2166061010848646,8.006700845440367,8.699681400989514,-1.7900947443555024,0.6409082777142223,5.0,0.0,1,0,0,0.5,High_Risk_Informal
Ghana,Male,35.0,13.0,No,Never had,Never had,Never had,Never had,Yes,No,No,Never had,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,Yes - sometimes,12.100717685412471,10.308985993422082,11.002116507732017,1.791731691990389,1.0082153158250824,1.0,1.0,1,0,1,1.0,Large_Informal
Uganda,Female,33.0,20.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,Yes,Yes - sometimes,5.303304908059076,7.0909098220799835,8.006700845440367,-1.7876049140209078,0.5888177035150299,5.0,0.0,1,1,0,0.5,High_Risk_Informal
Ghana,Female,48.0,3.0,No,Never had,Never had,Have now,Never had,No,No,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,No,7.783640596221253,8.006700845440367,11.002116507732017,-0.22306024921911405,0.6485223328074566,2.0,1.0,1,0,1,1.0,Large_Informal
Ghana,Female,51.0,30.0,No,Never had,Never had,Never had,Never had,No,No,No,Never had,Never had,Yes,Never had,Yes - sometimes,Not Surveyed,No,7.438971592395862,6.2166061010848646,7.438971592395862,1.2223654913109971,0.881502148804355,1.0,0.0,0,0,1,1.0,Established_Veterans
Uganda,Female,32.0,14.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,No,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,No,Yes - sometimes,7.0909098220799835,7.0909098220799835,8.006700845440367,0.0,0.7872926994871545,2.5,0.0,1,0,0,0.5,High_Risk_Informal
Kenya,Male,29.0,6.0,No,Never had,Never had,Used to have but don't have now,Never had,No,No,Yes,Never had,Never had,No,Have now,Yes - sometimes,No,Yes - always,13.22897491021378,14.873301199334291,15.515703016315223,-1.6443262891205102,0.8009937510468305,1.0,0.0,1,0,1,1.0,Large_Informal
Kenya,Male,38.0,12.0,No,Never had,Never had,Have now,Never had,No,No,No,Never had,Never had,Yes,Have now,Yes - sometimes,Yes,Yes - always,14.953343880298434,15.830413711839864,12.899222326086994,-0.87706983154143,1.0758403261334264,1.0,1.0,1,1,1,1.0,Large_Informal
Ghana,Female,70.0,36.0,No,Never had,Never had,Never had,Never had,No,Yes,No,Used to have but don't have now,Never had,Yes,Never had,Yes - sometimes,Not Surveyed,Yes - sometimes,6.2166061010848646,6.2166061010848646,6.90875477931522,0.0,0.7860410740441657,2.0,0.0,0,0,1,1.0,Established_Veterans
DRC,Not Surveyed,63.0,20.0,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Have now,Not Surveyed,No,Yes,Not Surveyed,Used to have but don't have now,Used to have but don't have now,No,Have now,Not Surveyed,Yes,Not Surveyed,7.313886831633462,5.860786223465865,7.313886831633462,1.4531006081675963,0.8797193153754385,1.25,1.6666666666666665,1,1,0,0.7,Established_Veterans
Uganda,Male,62.0,26.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,Yes,Yes - sometimes,5.017279836814924,10.268165387743457,7.496097345175956,-5.250885550928532,0.5905393538909617,5.0,0.0,1,1,1,0.5,High_Risk_Informal
Uganda,Male,44.0,6.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,Yes,Yes - sometimes,7.601402334583733,9.862717639992917,16.993564429978885,-2.261315305409184,0.42245116937026206,5.0,0.0,1,1,1,0.5,High_Risk_Informal
Uganda,Female,57.0,10.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,No,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,Yes - sometimes,6.621405651764134,7.0909098220799835,8.006700845440367,-0.4695041703158491,0.7351643809859871,2.5,0.0,1,0,1,0.5,High_Risk_Informal
Ghana,Female,70.0,14.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,No,6.2166061010848646,6.2166061010848646,6.90875477931522,0.0,0.7860410740441657,2.0,0.0,1,0,1,1.0,Established_Veterans
Kenya,Female,53.0,8.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Used to have but don't have now,Yes - sometimes,Yes,No,11.695255355062795,13.592368256649284,14.260197020251155,-1.897112901586489,0.7663895387158187,2.0,0.0,0,1,1,1.0,Large_Informal
Kenya,Male,32.0,3.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Have now,Yes,Never had,Yes - sometimes,Yes,No,10.645448706505872,10.12667110305036,10.596659732783579,0.5187776034555132,0.9179754301500589,4.0,0.0,0,1,1,1.0,Large_Informal
Ghana,Male,58.0,10.0,No,Never had,Never had,Never had,Never had,Yes,Yes,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,Yes - always,6.68586094706836,6.2166061010848646,7.170888478512505,0.4692548459834951,0.8182538489725547,3.0,1.0,1,0,1,1.0,Established_Veterans
Uganda,Female,46.0,1.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,Don't know,Yes,No,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,No,3.4339872044851463,7.496097345175956,8.616314282284044,-4.06211014069081,0.35710014291146003,2.5,0.0,1,0,1,0.5,High_Risk_Informal
Kenya,Male,39.0,13.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Yes,No,11.695255355062795,12.611541086966115,12.765691290604371,-0.9162857319033204,0.8495944815386982,2.0,0.0,1,1,1,1.0,Large_Informal
Ghana,Male,60.0,29.0,No,Never had,Never had,Have now,Never had,Yes,Yes,Yes,Never had,Never had,Yes,Have now,Yes - always,Not Surveyed,Yes - always,9.99884318585288,11.608244735642321,11.918397239722838,-1.6094015497894407,0.7740002881400327,3.0,2.0,1,0,1,1.0,Established_Veterans
Uganda,Female,36.0,8.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,Yes,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,Yes - sometimes,6.2166061010848646,8.188966863648876,9.169622538697624,-1.9723607625640112,0.6112917246858797,5.0,1.6666666666666665,1,0,1,0.5,High_Risk_Informal
Kenya,Male,33.0,5.0,No,Never had,Never had,Never had,Have now,No,No,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Yes,Yes - always,13.122365377402328,12.206077645517674,16.077273760604726,0.9162877318846547,0.768411021651131,2.0,0.0,1,1,1,1.0,Large_Informal
Uganda,Male,36.0,3.0,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Never had,Yes,No,No,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,No,Yes - always,8.160803920954665,9.392745258631441,10.491301994830229,-1.2319413376767763,0.71017226112638,0.0,3.333333333333333,1,0,0,0.5,Stable_Formal
Uganda,Female,34.0,10.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,No,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,No,No,4.394449154672439,6.9167150203536085,8.119993827725105,-2.5222658656811694,0.48184782113702285,2.5,0.0,1,0,0,0.5,High_Risk_Informal
Ghana,Female,45.0,1.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Have now,No,Not Surveyed,Yes - always,6.90875477931522,7.0909098220799835,6.311734809152915,-0.18215504276476313,0.9448858526251199,2.0,0.0,1,0,0,1.0,Large_Informal
Uganda,Female,55.0,7.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,No,5.017279836814924,7.0909098220799835,6.398594934535208,-2.0736299852650593,0.6781395496319489,5.0,0.0,1,0,1,0.5,High_Risk_Informal
DRC,Not Surveyed,47.0,2.0,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Have now,Not Surveyed,No,Yes,Not Surveyed,Used to have but don't have now,Never had,No,Have now,Not Surveyed,Yes,Not Surveyed,5.303304908059076,3.9318256327243257,4.584967478670572,1.37147927533475,0.949567733082209,1.25,1.6666666666666665,1,1,0,0.7,Stable_Formal
Ghana,Female,26.0,1.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,Yes - sometimes,7.696667081526462,8.006700845440367,8.594339400592892,-0.31003376391390525,0.802209173572788,3.0,0.0,1,0,1,1.0,Large_Informal
Uganda,Male,45.0,1.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,Yes,Yes - sometimes,4.394449154672439,6.985641817639208,7.496097345175956,-2.591192662966769,0.5172314977261397,5.0,0.0,1,1,1,0.5,High_Risk_Informal
Kenya,Female,33.0,7.0,No,Never had,Never had,Never had,Never had,No,No,No,Never had,Never had,No,Never had,No,Yes,Yes - always,11.338583982516495,9.210440366976517,13.82347971967645,2.1281436155399778,0.7649070391661035,0.0,0.0,0,1,0,1.0,Large_Informal
Ghana,Female,59.0,10.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Never had,Yes,Never had,No,Not Surveyed,Yes - always,9.392745258631441,7.313886831633462,8.006700845440367,2.0788584269979795,1.0428619113497601,3.0,0.0,0,0,0,1.0,Large_Informal
Ghana,Female,24.0,30.0,No,Never had,Never had,Never had,Never had,Yes,Yes,No,Used to have but don't have now,Never had,Yes,Never had,Yes - sometimes,Not Surveyed,No,7.824445930877619,8.006700845440367,8.699681400989514,-0.18225491456274767,0.8066704056980065,2.0,1.0,0,0,1,1.0,Established_Veterans
Uganda,Female,46.0,9.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,Yes,Yes - sometimes,5.860786223465865,9.392745258631441,9.575052927597383,-3.531959035165576,0.5542086894119609,5.0,0.0,1,1,0,0.5,High_Risk_Informal
Ghana,Male,48.0,1.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,Not Surveyed,No,8.853808274977197,4.61512051684126,4.584967478670572,4.238687758135938,1.5852927181385719,2.0,0.0,0,0,1,1.0,Large_Informal
DRC,Not Surveyed,53.0,20.0,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Used to have but don't have now,Not Surveyed,No,Yes,Not Surveyed,Used to have but don't have now,Used to have but don't have now,No,Have now,Not Surveyed,Yes,Not Surveyed,8.294299608857235,9.680406499268875,9.90353755128617,-1.3861068904116394,0.7606980367466931,1.25,0.0,1,1,0,0.7,Established_Veterans
DRC,Not Surveyed,19.0,3.0,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Have now,Not Surveyed,No,Yes,Not Surveyed,Used to have but don't have now,Used to have but don't have now,No,Have now,Not Surveyed,Yes,Not Surveyed,4.584967478670572,4.584967478670572,4.584967478670572,0.0,0.8209479278403897,1.25,1.6666666666666665,1,1,0,0.7,Stable_Formal
Kenya,Female,41.0,3.0,Yes,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Have now,No,No,No,10.714439990727769,13.217675375388819,14.077875591662238,-2.50323538466105,0.7106067380375946,2.0,1.0,1,0,0,1.0,Large_Informal
Kenya,Male,40.0,19.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Have now,Yes - sometimes,Yes,Yes - always,12.611541086966115,10.819798284210286,12.206077645517674,1.791742802755829,0.9549800800426649,1.0,0.0,1,1,1,1.0,Large_Informal
Kenya,Female,60.0,6.0,No,Never had,Never had,Never had,Never had,No,Yes,No,Never had,Never had,No,Never had,No,No,No,11.289794413577894,9.852246888342531,13.774689605110144,1.437547525235363,0.7641307340678802,1.0,0.0,0,0,0,1.0,Large_Informal
Uganda,Male,34.0,0.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,Yes,No,3.044522437723423,4.110873864173311,5.484796933490655,-1.0663514264498883,0.4694861641696171,5.0,0.0,1,1,0,0.5,High_Risk_Informal
Uganda,Female,46.0,10.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,No,No,3.828641396489095,6.175867270105761,7.496097345175956,-2.347225873616666,0.45063530241481753,5.0,0.0,1,0,0,0.5,High_Risk_Informal
Ghana,Female,65.0,25.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,Not Surveyed,No,7.313886831633462,5.707110264748875,6.398594934535208,1.6067765668845864,0.9885507851624171,3.0,0.0,0,0,1,1.0,Established_Veterans
DRC,Not Surveyed,56.0,13.0,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Have now,Not Surveyed,No,Yes,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Yes,Have now,Not Surveyed,Yes,Not Surveyed,8.699681400989514,8.006700845440367,8.294299608857235,0.6929805555491466,0.9360233441042652,2.5,1.6666666666666665,1,1,0,0.7,Stable_Formal
DRC,Not Surveyed,39.0,1.0,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Have now,Not Surveyed,Yes,Yes,Not Surveyed,Used to have but don't have now,Used to have but don't have now,No,Have now,Not Surveyed,Yes,Not Surveyed,4.584967478670572,8.517393171418904,9.210440366976517,-3.932425692748332,0.4490469866020341,1.25,3.333333333333333,1,1,0,0.7,Stable_Formal
Uganda,Male,54.0,9.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,No,No,5.303304908059076,6.985641817639208,8.188966863648876,-1.6823369095801324,0.5771383210705332,5.0,0.0,1,0,0,0.5,High_Risk_Informal
DRC,Not Surveyed,22.0,2.0,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Have now,Not Surveyed,No,Yes,Not Surveyed,Used to have but don't have now,Never had,No,Have now,Not Surveyed,Yes,Not Surveyed,8.006700845440367,5.303304908059076,7.601402334583733,2.7033959373812912,0.9308599381809819,1.25,1.6666666666666665,1,1,0,0.7,Stable_Formal
Kenya,Male,35.0,2.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Yes,No,11.002116507732017,8.006700845440367,9.210440366976517,2.9954156622916503,1.0775359448076312,2.0,0.0,1,1,1,1.0,Large_Informal
DRC,Not Surveyed,54.0,6.0,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Have now,Not Surveyed,Don't know,Yes,Not Surveyed,Used to have but don't have now,Used to have but don't have now,No,Have now,Not Surveyed,Yes,Not Surveyed,8.612685172875459,7.601402334583733,8.517393171418904,1.0112828382917254,0.9049416177046969,1.25,1.6666666666666665,1,1,0,0.7,Stable_Formal
